,Property type,Reference,iter_0000,iter_0001,iter_0002,iter_0003,iter_0004,iter_0005,iter_0006,iter_0007,iter_0008,iter_0009,iter_0010,iter_0011,iter_0012,iter_0013,iter_0014,iter_0015
2276010420888753512,Density,0.7333300000000003,0.7553630651613544,0.7584169381514232,0.7583415715064575,0.7587523847074272,0.7581959013680919,0.7555383606827395,0.7565218014090865,0.7570513462342915,0.7573694080135399,0.7579314433986701,0.756545362352859,0.7552306922505476,0.7555218502982834,0.753841443556212,0.7542491343230967,0.7527375348707535
-6050800059766064037,Density,1.1009000000000004,1.0976478723747132,1.106091114443478,1.107931809528501,1.1084611707165049,1.1063227692300144,1.1072516347025634,1.1058164981692915,1.107636675688526,1.1089835028352004,1.1077444038487734,1.108805371568947,1.1094453200962089,1.1089765276059393,1.1078781944600073,1.1086476120122166,1.1098742234350016
2325331591338422858,Density,0.7843000000000001,0.7663688280998494,0.7708283071583502,0.7711751342905108,0.7715700980330323,0.769614948163546,0.7725562692620302,0.7724850131293536,0.7716071899192186,0.769758801558759,0.771487150673066,0.7701210837918343,0.769968424390673,0.7712494428752316,0.7707607420849331,0.7702078408045393,0.7698420805624605
6578771278126129331,Density,0.7378000000000001,0.7123244308771531,0.7183169101356928,0.719166180815393,0.7185639896931473,0.7183798493559193,0.7200277482501014,0.7203522186871256,0.7203574145482972,0.7203599008919624,0.7210131715015249,0.7205633625839757,0.7207814581416044,0.7217786661763683,0.7208320041663329,0.720037703109023,0.7195993681444381
-4770765282718661505,Density,1.05862,1.0899791927213287,1.0918705313038957,1.0926221577405892,1.0932773366246484,1.0928106415731462,1.091834489154186,1.0904184489371718,1.0915115212112911,1.0916448660282163,1.0894756149976361,1.088790073113453,1.0878215184991815,1.087374539666673,1.0882740709200016,1.0892726639395227,1.0899301425760006
-1707608689366619724,Density,0.8811720000000003,0.8556283586427631,0.8614027270925587,0.8633811060353366,0.8638237692293265,0.8627118650567208,0.8622673956008553,0.8621556718382775,0.8625996594033104,0.863318491717093,0.8633610961184663,0.8630211803228526,0.862043492255536,0.8630530283033104,0.86359966681595,0.862432583638791,0.8624594059318397
-3723808973045224952,Density,0.8364500000000002,0.8539215378168681,0.8597192051919831,0.8611718138202279,0.8619331228172825,0.859890863914049,0.859688635510741,0.8606517943514219,0.8604208835573798,0.8612962351933874,0.8614181425307349,0.8615379756114133,0.8610311733206274,0.8620993386916579,0.8617030461170528,0.8599818217390975,0.8608783631551158
6857276990652836599,Density,0.7238000000000001,0.7331306432607078,0.739609175465178,0.7412209425937131,0.740755608064622,0.7400681887352601,0.7406189732431524,0.7405633207594298,0.7407778931253508,0.740157260085465,0.7411920177289685,0.7401256385858763,0.7397780272912272,0.7414855297837117,0.7407964586404677,0.7402840556593524,0.7395147757791115
-6665721896626850823,Density,0.8711300000000002,0.8586045162731534,0.8655152642512743,0.8672251979143066,0.8672976592769042,0.865574509605847,0.8655792941166004,0.865981659763308,0.8655660613333179,0.8667306539492217,0.8662588634633178,0.8661272284812833,0.8657775334839122,0.8672897386921932,0.8660464910167202,0.8661036001254656,0.8661747215452009
-8823518474569596769,Density,0.7810500000000001,0.7959399655325005,0.8011285643258557,0.8016649583791565,0.8018372367520173,0.8024814825882229,0.8037663522002593,0.8044369470662082,0.8028466660746485,0.8029413834717305,0.8035572501540496,0.8034337518029849,0.8044151621183708,0.8055989812750085,0.8054078658796765,0.8055684628288932,0.8051003784403508
-4117616109487691442,Density,0.7347000000000002,0.7408084104930542,0.7470741165664789,0.7480687834487546,0.7486744424366655,0.7481492812069795,0.748248613923119,0.7485504992375525,0.7475890930501684,0.748241392799437,0.7474931611091111,0.7474559380888557,0.7467058608864748,0.7474696335653808,0.7477702823189516,0.7471020409321687,0.7470755085449325
1084135834514711771,Density,0.8736000000000003,0.8585755993139613,0.8690143685632853,0.8707457034013975,0.8712960881348557,0.8700734279003507,0.8728707504619042,0.8700486357610742,0.8713167004608767,0.8716541199388216,0.8713744779712793,0.8717203761402409,0.8709131160483982,0.8720411671591801,0.8716860842720615,0.8726976211954715,0.8721401280993596
7857304641325036101,Density,0.6863000000000001,0.7031034067441259,0.7085476979421779,0.7097637571642801,0.7096741861961884,0.7085560465898935,0.7096927951786413,0.7100359354983898,0.7092395249510416,0.7098789676360275,0.7099508637556624,0.7100691879135782,0.7094584061068645,0.7103892987329762,0.7101812690033606,0.7091016781028611,0.709345419459018
4893550471210261084,Density,0.7806100000000002,0.8132520790125617,0.8198300642989419,0.8196762835563615,0.8201023833540741,0.82090383283311,0.8213837219920346,0.8252050561755829,0.8211076084540717,0.8212035955701389,0.8209597458350262,0.8240482930859038,0.8247899979384736,0.8230950383254351,0.8246867131838982,0.8234752738570403,0.8219107822760832
-5994977049917306847,Density,1.2527660000000005,1.216876350974448,1.2268362729738573,1.2287253863726468,1.2303849535028766,1.2270315748118115,1.2230685792749505,1.222669970640144,1.2242407947935883,1.2285446352676304,1.2245816788356065,1.2269786137559566,1.2284881183872807,1.2268929208995425,1.2281449941989626,1.2276979729857898,1.2283752586915848
-2879114042359507353,Density,0.7859000000000002,0.7622927946892777,0.7730656812377483,0.7715646442471332,0.7728626300858491,0.776541924832411,0.7750834091080605,0.7744020531621312,0.7732428580004737,0.7727656106785055,0.7713487920819334,0.7694577475296126,0.7707022961592411,0.7712667413069134,0.774508667199485,0.7750845915026916,0.7739914026448896
-3036678211905033984,Density,1.9702200000000003,1.896542765807245,1.9387233959272923,1.9450550160433324,1.9421483414761747,1.9440713146221273,1.9441953371654714,1.9435353269241045,1.9453142942859414,1.9461840376762545,1.9468353620619552,1.9461396253120786,1.9482822780773807,1.9470118646598222,1.9467287180218373,1.9483399164899198,1.9478824472693563
1262181940357154362,Density,0.7233000000000002,0.721926088027924,0.7295838497910656,0.7310617852284453,0.7315341718629378,0.7313866843343652,0.7319552995982719,0.7309394414338695,0.7306951879181961,0.7307613589286924,0.7298975037912037,0.7300976555631781,0.7292938895956871,0.7303869615610425,0.7307425750114895,0.7309687947202743,0.7307908916024485
